Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction
Non Emptying,72.9,51.1,2.0,57.4,64.0,33.2,68.9,Accordion,Mixed
Emptying,83.6,52.1,8.0,71.0,44.7,61.5,22.6,Cubic,Non Recyclable
Emptying,90.0,50.5,9.0,61.5,45.4,92.5,54.4,Lindstrom-a,Non Recyclable
Non Emptying,64.4,30.8,2.0,54.1,33.8,54.4,25.8,Lindstrom-b,Recyclable
Non Emptying,59.7,35.5,1.0,75.7,35.9,39.3,65.2,Fiberglass Igloo-b,Recyclable
Non Emptying,54.1,30.4,2.0,62.6,26.0,62.8,56.4,Lindstrom-b,Non Recyclable
Emptying,77.3,50.2,8.0,90.5,32.5,83.2,46.1,Lindstrom City,Mixed
Emptying,98.2,62.5,6.0,74.7,56.8,80.3,24.4,Rectangular,Recyclable
Non Emptying,54.4,50.2,3.0,61.5,39.0,33.2,22.2,Rectangular Farmland,Mixed
Emptying,96.8,49.7,9.0,81.5,58.7,60.2,49.9,Fiberglass Igloo-b,Recyclable
Emptying,62.7,28.7,7.0,60.9,20.5,85.7,36.3,Cubic,Mixed
Non Emptying,40.0,37.8,5.0,51.7,36.2,57.8,52.2,Fiberglass Igloo-a,Recyclable
Non Emptying,54.3,50.3,2.0,68.9,53.1,69.6,52.0,BIM-3 FTI bottentomd,Recyclable
Emptying,95.6,63.8,9.0,66.6,54.1,85.0,55.6,Diamond,Mixed
Non Emptying,52.8,32.2,2.0,53.8,21.7,57.9,57.6,Lindstrom City,Non Recyclable
Non Emptying,56.0,65.1,4.0,31.2,36.1,67.7,55.7,Lindstrom City,Recyclable
Non Emptying,63.0,56.5,4.0,32.9,27.1,50.0,60.0,Lindstrom-b,Recyclable
Emptying,83.1,42.8,6.0,96.2,47.8,98.1,56.2,Fiberglass Igloo-a,Recyclable
Non Emptying,67.1,33.2,2.0,63.3,57.9,65.7,51.0,Fiberglass Igloo-b,Non Recyclable
Emptying,87.6,64.9,8.0,89.4,56.4,91.3,65.6,BIM-3 FTI bottentomd,Non Recyclable
Emptying,80.1,62.4,6.0,95.4,66.5,86.5,28.1,Rectangular,Non Recyclable
Emptying,73.2,44.3,9.0,96.4,53.8,72.2,62.4,Rectangular,Non Recyclable
Non Emptying,54.3,37.0,5.0,50.7,33.8,54.5,63.7,Silvertop-a,Mixed
Emptying,77.4,42.1,6.0,69.8,61.6,89.8,52.4,Rectangular Farmland,Recyclable
Emptying,64.5,48.9,8.0,65.2,36.4,99.0,68.9,Lindstrom-b,Non Recyclable
Non Emptying,39.1,56.6,3.0,59.7,50.1,55.9,67.7,Diamond,Recyclable
Emptying,60.0,50.5,9.0,72.5,51.6,94.2,42.4,Malmobehallare,Recyclable
Non Emptying,67.0,53.7,1.0,55.6,51.5,51.9,20.9,Rectangular,Non Recyclable
Non Emptying,60.2,25.0,1.0,34.9,36.7,58.3,30.5,Lindstrom City,Recyclable
Non Emptying,58.7,36.9,5.0,52.4,32.3,73.7,37.7,Silvertop-a,Non Recyclable
Non Emptying,58.5,66.9,4.0,59.1,34.6,50.0,56.3,Malmobehallare,Recyclable
Non Emptying,53.5,35.8,3.0,59.0,63.4,57.6,51.6,Lindstrom City,Recyclable
Emptying,65.4,57.6,6.0,88.2,39.1,84.8,55.0,Rectangular,Mixed
Emptying,87.7,54.0,8.0,63.6,29.8,88.0,54.6,Silvertop-b,Non Recyclable
Non Emptying,39.9,50.5,2.0,31.8,35.6,57.3,38.2,Lindstrom-a,Non Recyclable
Emptying,83.1,41.2,6.0,81.7,44.8,71.8,30.3,Accordion,Mixed
Non Emptying,53.5,38.3,1.0,61.7,50.8,34.4,57.0,Fiberglass Igloo-b,Mixed
Emptying,95.5,53.4,7.0,80.9,41.9,87.5,25.0,Lindstrom-a,Mixed
Non Emptying,62.5,33.7,4.0,52.0,36.2,67.8,31.5,Lindstrom-b,Recyclable
Non Emptying,61.4,64.4,2.0,53.7,30.7,63.1,30.3,Cubic,Non Recyclable
Emptying,81.6,59.5,6.0,94.7,23.6,71.6,43.8,Rectangular,Recyclable
Emptying,89.4,50.4,6.0,71.3,53.0,92.4,59.6,Lindstrom-a,Mixed
Emptying,98.0,22.6,6.0,84.8,41.6,64.6,23.3,Rectangular,Non Recyclable
Non Emptying,67.2,37.8,4.0,65.2,25.0,37.8,31.3,Rectangular Farmland,Recyclable
Non Emptying,56.7,53.0,2.0,58.7,23.3,63.3,61.8,Silvertop-a,Mixed
Emptying,81.2,42.6,7.0,94.0,42.2,64.0,31.1,Rectangular,Mixed
Non Emptying,54.7,54.9,3.0,64.5,56.3,57.3,26.7,Lindstrom-a,Mixed
Non Emptying,33.9,61.6,4.0,60.7,31.1,55.4,53.1,Malmobehallare,Mixed
Non Emptying,61.2,37.5,5.0,30.3,56.2,51.0,36.1,Lindstrom-b,Non Recyclable
Emptying,71.6,22.9,6.0,90.4,50.4,61.2,47.9,Silvertop-b,Mixed
Non Emptying,51.8,64.3,4.0,60.3,36.5,50.0,31.9,Rectangular Farmland,Mixed
Non Emptying,61.5,50.6,1.0,53.1,55.2,56.0,53.9,Malmobehallare,Recyclable
Non Emptying,54.9,58.8,5.0,52.5,66.0,30.1,68.6,Fiberglass Igloo-a,Recyclable
Non Emptying,63.0,28.8,4.0,33.5,33.3,67.0,58.2,Fiberglass Igloo-b,Recyclable
Emptying,92.8,46.6,7.0,69.9,46.6,81.9,42.9,Rectangular Farmland,Recyclable
Non Emptying,51.2,60.7,1.0,50.8,32.0,38.0,50.7,Silvertop-b,Mixed
Emptying,86.4,62.7,6.0,86.9,63.6,99.4,52.0,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,63.2,62.1,1.0,70.3,26.5,61.9,68.1,Accordion,Non Recyclable
Non Emptying,73.5,54.8,5.0,50.6,20.9,62.7,54.7,Fiberglass Igloo-b,Non Recyclable
Emptying,84.6,42.1,6.0,67.3,59.2,92.0,56.1,Malmobehallare,Non Recyclable
Emptying,70.3,34.1,6.0,74.5,51.5,90.3,57.0,Lindstrom-b,Recyclable
Non Emptying,78.5,36.2,4.0,38.4,30.2,50.4,22.6,Diamond,Mixed
Emptying,95.4,55.0,6.0,85.5,69.3,89.0,33.8,Rectangular,Recyclable
Non Emptying,56.8,30.8,1.0,69.2,36.8,54.1,36.2,Fiberglass Igloo-b,Non Recyclable
Emptying,73.0,52.6,6.0,95.2,40.3,96.6,57.5,Diamond,Non Recyclable
Non Emptying,54.1,33.9,1.0,52.0,31.2,66.4,35.7,Rectangular,Non Recyclable
Emptying,81.8,35.8,9.0,87.2,35.0,89.7,55.5,Accordion,Non Recyclable
Non Emptying,65.9,27.1,4.0,68.5,54.7,60.0,31.8,Diamond,Non Recyclable
Non Emptying,52.1,38.6,2.0,53.8,51.6,69.4,50.0,Cubic,Non Recyclable
Non Emptying,52.3,62.3,3.0,54.5,31.1,50.4,62.2,Lindstrom-a,Non Recyclable
Emptying,69.4,69.1,8.0,84.4,43.0,66.5,30.1,Silvertop-a,Mixed
Emptying,67.4,49.3,8.0,83.4,33.3,67.0,34.3,BIM-3 FTI bottentomd,Recyclable
Emptying,91.6,49.5,7.0,98.8,59.5,99.3,59.3,Accordion,Recyclable
Non Emptying,57.4,62.9,3.0,37.4,32.9,60.2,23.9,Rectangular,Mixed
Non Emptying,77.4,54.7,4.0,68.8,54.0,59.9,33.9,Lindstrom City,Mixed
Non Emptying,37.7,54.1,3.0,51.0,30.4,33.6,66.1,Diamond,Non Recyclable
Emptying,82.9,57.9,6.0,70.2,55.4,84.0,53.1,Accordion,Non Recyclable
Non Emptying,58.7,50.4,2.0,65.3,30.7,62.3,30.0,Diamond,Mixed
Non Emptying,67.4,64.7,5.0,61.3,36.8,53.8,54.9,Silvertop-b,Mixed
Emptying,64.2,41.7,6.0,72.8,32.0,92.9,34.5,Accordion,Non Recyclable
Emptying,79.3,64.1,8.0,90.3,52.8,86.1,65.0,Diamond,Mixed
Non Emptying,69.1,51.3,5.0,30.0,29.0,56.1,30.4,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,74.9,51.1,3.0,74.3,51.3,39.2,56.9,Diamond,Mixed
Non Emptying,38.4,32.0,3.0,63.6,35.2,34.2,23.5,Lindstrom-a,Recyclable
Non Emptying,68.8,53.2,1.0,37.2,35.1,75.2,38.9,Fiberglass Igloo-a,Mixed
Non Emptying,36.3,21.3,1.0,52.2,52.7,75.9,56.4,Rectangular,Recyclable
Emptying,87.2,45.7,7.0,67.0,52.8,86.0,43.2,Cubic,Recyclable
Non Emptying,61.5,57.7,2.0,32.6,31.4,80.0,35.9,Accordion,Non Recyclable
Non Emptying,69.0,63.1,2.0,65.8,53.5,53.8,34.3,Lindstrom-a,Mixed
Non Emptying,63.2,57.6,5.0,56.2,38.6,34.4,35.4,Rectangular,Non Recyclable
Non Emptying,73.4,63.1,3.0,79.4,34.1,54.4,55.4,Fiberglass Igloo-a,Recyclable
Non Emptying,62.6,25.5,4.0,38.6,20.6,74.4,55.7,Rectangular,Non Recyclable
Non Emptying,69.8,52.1,5.0,68.2,34.7,62.4,31.6,Fiberglass Igloo-b,Non Recyclable
Emptying,70.0,52.5,6.0,60.4,42.5,60.4,69.4,Cubic,Non Recyclable
Non Emptying,50.5,23.8,3.0,66.8,57.0,40.0,51.8,Fiberglass Igloo-b,Mixed
Emptying,90.9,21.6,8.0,68.4,52.5,96.3,54.6,Rectangular,Non Recyclable
Emptying,66.7,56.2,6.0,74.0,45.7,89.7,59.0,Rectangular Farmland,Recyclable
Non Emptying,31.6,22.2,4.0,74.5,62.8,71.6,55.6,Lindstrom-a,Non Recyclable
Non Emptying,51.8,65.4,3.0,63.6,23.6,61.8,64.9,Rectangular Farmland,Recyclable
Non Emptying,61.1,33.5,3.0,34.7,53.5,51.1,66.5,Silvertop-a,Mixed
Non Emptying,61.8,53.3,2.0,77.3,58.8,31.6,56.5,Fiberglass Igloo-b,Non Recyclable
Emptying,61.2,64.1,6.0,80.7,33.5,69.2,58.9,Rectangular Farmland,Mixed
Emptying,93.7,34.4,8.0,92.4,32.6,99.5,59.8,BIM-3 FTI bottentomd,Mixed
Emptying,94.4,66.4,8.0,80.8,43.9,74.2,44.3,Silvertop-a,Mixed
Emptying,88.5,43.0,8.0,89.5,40.5,90.6,52.5,Fiberglass Igloo-a,Mixed
Non Emptying,59.5,31.7,3.0,64.2,54.1,60.0,58.3,Fiberglass Igloo-a,Non Recyclable
Emptying,87.9,53.3,8.0,89.9,51.8,84.6,49.7,Cubic,Recyclable
Emptying,67.9,64.5,6.0,90.6,50.6,73.4,43.0,Fiberglass Igloo-b,Mixed
Non Emptying,35.8,34.2,4.0,51.6,69.0,53.1,61.5,Rectangular Farmland,Mixed
Emptying,82.3,57.3,6.0,81.9,47.8,81.8,21.4,Silvertop-a,Non Recyclable
Non Emptying,54.4,52.8,3.0,67.8,65.3,62.1,65.8,Rectangular Farmland,Non Recyclable
Non Emptying,54.0,60.4,3.0,63.6,32.1,54.0,26.2,Lindstrom-a,Recyclable
Non Emptying,39.5,51.5,3.0,52.6,39.0,62.1,50.7,Lindstrom-a,Recyclable
Non Emptying,54.7,36.1,3.0,77.9,39.0,57.2,38.8,Fiberglass Igloo-a,Recyclable
Non Emptying,71.5,35.5,3.0,67.5,51.0,65.1,21.4,Silvertop-b,Recyclable
Emptying,63.0,28.6,8.0,89.6,25.5,82.3,43.1,Silvertop-a,Mixed
Non Emptying,53.6,27.7,5.0,52.1,30.5,72.3,21.1,Silvertop-b,Mixed
Non Emptying,60.1,56.4,5.0,61.7,31.0,65.8,31.2,Lindstrom City,Non Recyclable
Emptying,83.1,36.3,6.0,90.6,43.4,99.3,30.3,Silvertop-b,Non Recyclable
Emptying,84.5,59.8,8.0,82.6,55.6,92.6,20.0,Lindstrom City,Non Recyclable
Non Emptying,35.2,32.5,4.0,61.1,20.4,58.6,66.7,Lindstrom City,Mixed
Emptying,95.0,62.0,8.0,92.1,46.7,97.6,41.3,Silvertop-b,Non Recyclable
Emptying,76.3,29.1,9.0,84.5,42.1,83.5,41.0,BIM-3 FTI bottentomd,Mixed
Emptying,86.8,47.9,6.0,84.8,62.6,93.2,50.9,Rectangular,Non Recyclable
Emptying,66.7,58.3,6.0,72.8,41.1,82.6,48.1,Silvertop-b,Recyclable
Non Emptying,62.6,25.4,5.0,70.0,34.9,31.6,24.5,Rectangular Farmland,Non Recyclable
Emptying,60.6,68.6,8.0,60.2,61.3,92.3,67.6,BIM-3 FTI bottentomd,Recyclable
Non Emptying,37.0,67.3,5.0,52.6,64.5,52.1,22.9,Cubic,Mixed
Emptying,98.5,21.0,7.0,99.2,50.1,95.4,48.3,Rectangular Farmland,Non Recyclable
Emptying,90.5,59.1,9.0,71.1,39.4,84.0,51.8,Rectangular Farmland,Non Recyclable
Non Emptying,70.7,64.7,5.0,70.7,26.3,32.7,22.2,Fiberglass Igloo-b,Mixed
Emptying,60.3,42.5,6.0,73.1,41.4,98.5,52.5,Rectangular Farmland,Non Recyclable
Non Emptying,68.9,62.2,4.0,72.8,32.9,37.2,33.5,Rectangular,Recyclable
Non Emptying,61.4,62.5,2.0,53.7,56.7,63.2,30.7,Rectangular,Recyclable
Emptying,89.4,43.9,7.0,86.7,42.8,91.5,37.7,Fiberglass Igloo-b,Non Recyclable
Emptying,76.4,46.8,6.0,92.5,65.1,94.6,39.0,Diamond,Non Recyclable
Emptying,85.9,67.8,6.0,80.0,58.0,69.8,60.8,Lindstrom City,Mixed
Emptying,81.3,21.2,7.0,74.5,55.3,68.0,54.0,Malmobehallare,Non Recyclable
Emptying,61.3,33.1,6.0,70.5,50.1,72.4,44.8,Lindstrom City,Mixed
Emptying,68.3,33.6,6.0,82.9,23.1,72.6,66.8,Rectangular,Mixed
Non Emptying,63.7,21.3,2.0,70.0,23.8,62.5,33.1,Lindstrom City,Mixed
Non Emptying,71.1,55.2,4.0,52.1,30.5,62.9,36.5,Fiberglass Igloo-b,Recyclable
Emptying,87.9,59.2,7.0,93.1,55.7,98.3,60.4,Lindstrom-a,Mixed
Emptying,92.6,29.9,7.0,68.1,32.0,81.0,39.2,Fiberglass Igloo-a,Mixed
Emptying,88.5,47.0,8.0,97.0,44.8,83.0,55.6,Silvertop-a,Mixed
Non Emptying,53.2,66.9,5.0,76.1,28.4,70.3,56.3,BIM-3 FTI bottentomd,Recyclable
Emptying,81.7,22.2,7.0,77.5,27.8,81.4,51.9,Silvertop-b,Mixed
Non Emptying,66.6,57.9,5.0,59.4,30.2,60.4,63.3,Rectangular,Mixed
Non Emptying,68.6,21.6,4.0,55.8,61.7,62.4,33.3,Rectangular Farmland,Mixed
Non Emptying,32.4,36.0,1.0,36.2,34.2,68.5,37.4,Lindstrom-a,Mixed
Emptying,91.4,52.1,9.0,90.6,52.3,84.5,52.5,Lindstrom-a,Recyclable
Emptying,86.0,47.5,6.0,94.5,51.3,82.7,66.2,Accordion,Non Recyclable
Non Emptying,57.8,65.6,2.0,78.8,35.4,71.2,52.2,Lindstrom City,Mixed
Emptying,82.3,50.9,6.0,87.0,48.5,64.4,69.3,Cubic,Mixed
Emptying,95.2,39.0,9.0,61.3,57.5,87.7,38.3,Cubic,Recyclable
Non Emptying,50.6,56.2,3.0,68.2,23.3,38.0,66.0,Rectangular,Non Recyclable
Emptying,73.2,47.9,9.0,74.4,41.7,64.0,47.7,Cubic,Recyclable
Emptying,63.6,51.6,7.0,74.5,40.4,73.7,50.8,Cubic,Recyclable
Emptying,94.4,47.0,9.0,61.1,60.8,70.1,34.9,Rectangular Farmland,Recyclable
Non Emptying,60.1,53.0,5.0,71.8,56.6,57.1,55.4,Accordion,Recyclable
Non Emptying,39.4,52.4,1.0,33.1,20.4,63.1,57.5,Diamond,Non Recyclable
Emptying,64.5,68.8,6.0,98.3,59.0,81.4,61.8,Rectangular Farmland,Recyclable
Emptying,69.7,58.9,6.0,67.4,44.7,84.7,44.6,Accordion,Non Recyclable
Emptying,82.6,56.2,8.0,77.8,40.9,80.4,40.7,Silvertop-b,Non Recyclable
Emptying,93.8,20.4,6.0,79.5,37.8,90.1,32.7,Cubic,Recyclable
Emptying,81.2,51.5,6.0,85.4,56.7,60.3,35.2,Fiberglass Igloo-a,Recyclable
Emptying,80.0,48.2,6.0,85.8,48.5,84.9,46.9,Rectangular,Recyclable
Non Emptying,73.4,27.4,2.0,39.0,35.4,60.1,56.6,Accordion,Non Recyclable
Non Emptying,60.0,58.0,3.0,50.1,33.5,33.7,57.5,Silvertop-b,Mixed
Emptying,64.9,33.9,9.0,97.0,42.2,99.2,30.2,Accordion,Recyclable
Emptying,90.0,37.7,8.0,83.2,56.9,81.0,51.0,Silvertop-a,Non Recyclable
Non Emptying,70.4,26.5,1.0,50.2,57.6,38.2,50.1,Fiberglass Igloo-b,Recyclable
Non Emptying,62.4,34.9,3.0,52.1,35.9,50.3,26.3,Rectangular Farmland,Non Recyclable
Emptying,67.3,37.5,9.0,82.1,24.0,94.2,31.0,Lindstrom City,Non Recyclable
Non Emptying,70.0,32.0,1.0,53.3,32.7,55.8,21.2,Fiberglass Igloo-b,Mixed
Emptying,91.6,33.4,7.0,73.5,36.3,99.6,54.4,BIM-3 FTI bottentomd,Recyclable
Emptying,77.5,37.4,8.0,66.3,32.0,64.2,63.6,Cubic,Non Recyclable
Emptying,93.9,67.2,9.0,78.0,52.3,68.4,20.7,Fiberglass Igloo-a,Recyclable
Emptying,78.1,33.2,6.0,91.0,22.6,97.8,69.9,Rectangular Farmland,Recyclable
Emptying,95.0,27.4,9.0,72.7,59.0,83.1,42.7,Rectangular Farmland,Mixed
Emptying,68.3,47.3,6.0,92.0,41.5,70.0,21.6,Lindstrom-a,Recyclable
Emptying,65.0,44.4,9.0,88.7,39.3,98.8,30.3,Silvertop-a,Mixed
Non Emptying,59.2,24.0,2.0,74.8,66.6,33.6,24.0,Accordion,Non Recyclable
Emptying,78.5,53.5,9.0,96.5,65.0,93.5,31.4,Rectangular,Mixed
Emptying,80.3,27.8,6.0,75.0,60.5,83.7,43.2,Diamond,Recyclable
Non Emptying,32.3,24.2,5.0,63.3,62.2,61.1,21.0,Silvertop-a,Non Recyclable
Non Emptying,52.5,55.1,2.0,56.1,23.9,50.5,31.0,Accordion,Mixed
Emptying,94.1,54.2,7.0,84.5,46.0,93.2,51.0,Cubic,Mixed
Emptying,74.7,54.6,9.0,60.0,49.7,60.5,46.3,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,52.9,61.8,4.0,52.7,23.9,73.3,62.1,Rectangular Farmland,Recyclable
Emptying,84.2,56.1,6.0,88.8,62.3,99.3,59.0,Rectangular Farmland,Recyclable
Non Emptying,70.7,58.8,5.0,51.0,62.7,50.8,55.5,BIM-3 FTI bottentomd,Non Recyclable
Emptying,63.2,51.2,8.0,92.1,61.8,85.3,32.1,Cubic,Recyclable
Non Emptying,62.5,50.6,1.0,51.7,38.2,62.6,65.6,Fiberglass Igloo-b,Recyclable
Non Emptying,50.0,65.0,3.0,59.0,65.8,62.6,35.2,Fiberglass Igloo-b,Mixed
Non Emptying,54.1,56.0,1.0,38.0,64.0,52.8,28.5,Malmobehallare,Mixed
Emptying,97.5,20.7,7.0,89.5,65.4,93.4,50.1,Malmobehallare,Non Recyclable
Emptying,88.0,46.7,9.0,71.2,53.4,95.2,36.0,Silvertop-b,Recyclable
Non Emptying,31.2,36.5,5.0,36.1,63.7,50.1,25.3,Silvertop-b,Non Recyclable
Emptying,86.9,34.2,6.0,84.8,48.4,65.7,41.2,Lindstrom City,Recyclable
Non Emptying,63.7,56.3,2.0,79.8,33.7,78.9,34.3,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,61.9,32.4,3.0,30.9,24.2,50.9,20.4,Diamond,Non Recyclable
Non Emptying,50.2,32.7,2.0,52.0,36.4,58.1,50.9,Lindstrom City,Non Recyclable
Non Emptying,71.5,30.8,5.0,65.5,32.7,58.1,38.7,Malmobehallare,Recyclable
Emptying,84.7,54.9,6.0,86.2,23.6,75.4,65.8,Malmobehallare,Recyclable
Non Emptying,30.7,58.0,3.0,39.4,31.7,60.4,27.3,Lindstrom City,Non Recyclable
Non Emptying,69.1,26.6,2.0,65.7,66.8,60.7,54.2,Lindstrom-b,Mixed
Non Emptying,32.2,63.4,4.0,64.5,51.5,59.8,65.8,Cubic,Mixed
Non Emptying,69.0,37.5,4.0,36.5,62.5,62.9,31.6,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,34.5,56.6,3.0,69.2,37.5,51.2,32.9,Malmobehallare,Mixed
Non Emptying,71.4,50.1,4.0,62.3,36.4,57.8,31.3,Lindstrom-b,Recyclable
Emptying,97.6,52.8,6.0,91.0,43.3,78.0,52.2,Rectangular Farmland,Recyclable
Emptying,87.2,26.8,6.0,93.1,41.6,76.2,29.6,Lindstrom City,Mixed
Emptying,69.0,43.1,9.0,98.0,64.1,81.7,43.2,Cubic,Mixed
Non Emptying,64.0,30.6,3.0,57.2,32.0,74.6,32.6,Accordion,Mixed
Non Emptying,79.7,32.8,1.0,40.0,33.7,58.5,54.4,BIM-3 FTI bottentomd,Recyclable
Non Emptying,63.9,31.8,3.0,54.3,68.8,68.9,30.5,Diamond,Mixed
Emptying,73.3,39.9,8.0,81.7,20.6,60.4,65.1,Cubic,Non Recyclable
Non Emptying,51.9,66.6,4.0,61.1,58.2,53.7,22.0,Lindstrom-a,Non Recyclable
Emptying,94.9,44.1,9.0,95.1,57.9,79.8,63.5,Fiberglass Igloo-a,Recyclable
Emptying,81.1,56.4,6.0,93.9,44.7,84.8,43.2,Lindstrom City,Mixed
Emptying,66.1,50.0,6.0,82.0,56.6,96.8,50.4,Lindstrom-b,Mixed
Non Emptying,76.2,54.2,4.0,34.5,21.0,73.8,30.9,Malmobehallare,Recyclable
Emptying,86.4,32.3,6.0,99.4,49.1,93.8,57.8,Lindstrom City,Recyclable
Non Emptying,71.7,53.7,4.0,33.1,61.0,60.8,35.7,Rectangular,Non Recyclable
Non Emptying,79.0,24.3,2.0,74.1,51.9,36.8,54.7,Lindstrom-a,Recyclable
Non Emptying,54.6,52.9,3.0,61.7,68.5,61.0,55.5,Malmobehallare,Non Recyclable
Non Emptying,76.9,20.0,4.0,67.3,31.1,37.9,56.1,Malmobehallare,Non Recyclable
Non Emptying,62.2,60.5,4.0,55.3,60.1,53.0,31.5,Silvertop-a,Recyclable
Non Emptying,51.7,58.1,4.0,68.1,36.0,31.9,64.3,Cubic,Mixed
Non Emptying,57.3,24.0,5.0,59.9,66.2,61.1,34.8,Rectangular,Mixed
Non Emptying,72.3,54.5,3.0,38.8,50.2,52.1,55.3,Lindstrom City,Recyclable
Non Emptying,51.6,54.6,2.0,58.0,64.0,30.2,51.1,Rectangular Farmland,Non Recyclable
Non Emptying,74.4,53.9,4.0,63.1,38.2,69.7,22.5,Diamond,Mixed
Emptying,82.2,50.5,6.0,69.6,65.1,81.5,53.4,BIM-3 FTI bottentomd,Recyclable
Non Emptying,39.3,63.6,3.0,69.3,32.0,66.4,20.9,Cubic,Mixed
Emptying,91.9,67.3,9.0,83.0,41.6,87.0,66.4,BIM-3 FTI bottentomd,Non Recyclable
Emptying,72.6,54.2,8.0,68.4,51.9,94.2,54.6,Lindstrom City,Mixed
Emptying,65.1,50.0,7.0,91.1,42.6,86.7,56.4,Accordion,Recyclable
Emptying,69.4,25.9,7.0,99.5,47.4,84.1,50.7,Lindstrom-a,Recyclable
Emptying,90.8,30.0,6.0,88.9,52.2,91.2,36.8,Rectangular,Recyclable
Non Emptying,64.5,32.5,3.0,79.1,63.7,66.0,20.4,Cubic,Mixed
Emptying,77.1,47.7,9.0,78.6,25.3,64.9,59.6,Malmobehallare,Non Recyclable
Emptying,72.2,68.5,6.0,76.3,40.4,92.6,48.2,Fiberglass Igloo-a,Non Recyclable
Non Emptying,69.9,33.8,1.0,70.9,58.5,56.3,26.1,Fiberglass Igloo-a,Non Recyclable
Emptying,81.0,29.2,6.0,69.6,48.0,95.3,21.4,Malmobehallare,Recyclable
Non Emptying,67.9,50.6,2.0,75.6,35.9,58.6,33.0,Lindstrom-a,Mixed
Emptying,85.7,27.1,9.0,95.3,33.8,97.1,61.6,Lindstrom City,Recyclable
Non Emptying,78.7,31.9,3.0,67.8,27.6,60.8,53.1,Lindstrom City,Non Recyclable
Non Emptying,68.9,63.3,5.0,75.9,22.7,52.6,21.5,Silvertop-b,Recyclable
Emptying,93.2,47.6,7.0,84.6,59.8,76.5,63.8,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,72.2,34.6,5.0,30.5,66.2,63.9,57.0,Accordion,Recyclable
Emptying,94.6,64.0,9.0,99.8,50.6,85.8,57.2,Accordion,Non Recyclable
Emptying,98.6,44.0,8.0,93.3,55.4,79.2,53.6,Silvertop-a,Recyclable
Non Emptying,54.7,34.5,2.0,58.0,50.7,39.6,32.5,Rectangular,Non Recyclable
Non Emptying,76.6,25.4,1.0,52.5,31.4,63.9,31.8,Rectangular,Non Recyclable
Emptying,64.2,44.2,7.0,98.9,40.1,83.3,33.5,Lindstrom-a,Recyclable
Non Emptying,59.4,65.0,2.0,74.7,67.0,33.0,50.3,BIM-3 FTI bottentomd,Recyclable
Non Emptying,31.1,64.8,3.0,30.5,63.8,54.2,34.9,Fiberglass Igloo-a,Mixed
Emptying,91.7,44.8,7.0,91.0,58.5,85.2,26.9,Silvertop-a,Recyclable
Emptying,73.7,20.5,6.0,93.2,56.7,90.2,54.5,Fiberglass Igloo-b,Mixed
Non Emptying,56.4,53.3,5.0,58.8,38.5,34.7,36.7,Malmobehallare,Mixed
Emptying,87.5,52.9,6.0,60.0,59.7,60.4,36.5,Malmobehallare,Mixed
Emptying,98.1,51.1,7.0,87.4,54.6,74.1,58.8,Lindstrom-a,Mixed
Non Emptying,61.4,37.7,2.0,68.0,36.1,50.0,58.7,Cubic,Non Recyclable
Emptying,82.5,40.8,7.0,96.0,29.2,97.4,54.8,Rectangular,Recyclable
Non Emptying,62.2,32.1,1.0,37.3,54.8,37.5,50.9,Silvertop-a,Non Recyclable
Non Emptying,65.6,53.2,3.0,54.5,38.7,39.9,53.7,Cubic,Recyclable
Non Emptying,61.9,64.0,3.0,55.8,30.8,55.9,35.9,Diamond,Mixed
Non Emptying,32.4,66.6,2.0,61.7,51.7,62.2,56.7,Silvertop-a,Non Recyclable
Emptying,94.3,47.6,6.0,84.2,54.0,93.0,42.7,Rectangular Farmland,Mixed
Non Emptying,54.1,35.4,5.0,52.6,51.9,64.2,27.0,Silvertop-a,Non Recyclable
Emptying,99.1,57.4,6.0,79.7,32.3,83.3,60.5,Malmobehallare,Recyclable
Emptying,92.9,62.0,6.0,91.4,57.7,75.0,36.8,Fiberglass Igloo-a,Non Recyclable
Emptying,82.6,45.8,9.0,88.6,50.4,81.9,41.9,Malmobehallare,Mixed
Non Emptying,50.1,61.3,1.0,79.5,53.5,33.5,24.7,Rectangular Farmland,Mixed
Non Emptying,55.8,38.6,5.0,54.4,27.7,50.9,31.0,Silvertop-b,Recyclable
Emptying,88.6,55.7,6.0,73.3,56.0,97.6,34.1,Rectangular Farmland,Recyclable
Non Emptying,69.4,34.1,5.0,53.6,38.2,69.1,26.2,Lindstrom-b,Non Recyclable
Emptying,69.3,38.5,7.0,93.3,67.5,89.0,59.5,Silvertop-b,Mixed
Non Emptying,55.8,57.4,1.0,77.8,20.8,79.6,34.0,Accordion,Mixed
Non Emptying,54.6,58.2,5.0,56.4,20.3,74.9,65.5,Accordion,Non Recyclable
Non Emptying,62.0,55.5,1.0,60.0,53.9,38.5,31.8,Malmobehallare,Recyclable
Non Emptying,60.0,55.8,5.0,53.2,36.7,56.5,56.3,Malmobehallare,Mixed
